id,city,city1,country,latitude,longitude,state,geo_accuracy
29034,Forks,Forks WA,US,47.9527,-124.3903,WA,accurate
29035,Covington,Covington PA,US,41.2943,-75.5039,PA,accurate
29036,Clifton,Clifton PA,US,41.249,-75.5416,PA,accurate
29037,Fell,Fell PA,US,41.6099,-75.506,PA,accurate
29038,Elmhurst,Elmhurst PA,US,41.3752,-75.5462,PA,accurate
29039,Waverly,Waverly PA,US,41.5243,-75.6981,PA,accurate
29040,Walker,Walker PA,US,40.5573,-77.318,PA,accurate
29041,Benton,Benton PA,US,41.6031,-75.7038,PA,state_match_city_mismatch
29042,Greenfield,Greenfield PA,US,41.6144,-75.5933,PA,accurate
29043,Glenburn,Glenburn PA,US,41.5101,-75.7382,PA,accurate
29044,Autaugaville,Autaugaville AL,US,32.432,-86.6578,AL,accurate
29045,Prosperity,Prosperity PA,US,40.047,-80.2948,PA,accurate
29046,Prospectville,Prospectville PA,US,40.2118,-75.1857,PA,accurate
29047,West William Penn,West William Penn PA,US,40.8076,-76.2372,PA,accurate
29048,West Wayne,West Wayne PA,US,40.0387,-75.4019,PA,accurate
29049,Trenton,Trenton KY,US,36.7224,-87.2626,KY,accurate
29050,West Wilmerding,West Wilmerding PA,US,40.3987,-79.8209,PA,accurate
29051,West Willow,West Willow PA,US,39.9729,-76.288,PA,accurate
29052,West Zollarsville,West Zollarsville PA,US,40.0254,-80.0889,PA,accurate
29053,Bear Swamp,Bear Swamp PA,US,41.1412,-77.6503,PA,accurate
29054,Rosemead,Rosemead NC,US,36.1802,-76.8661,NC,accurate
29055,Pearisburg,Pearisburg VA,US,37.3289,-80.7275,VA,accurate
29056,Pax,Pax WV,US,37.9098,-81.2648,WV,accurate
29057,Pamplin City,Pamplin City VA,US,37.2642,-78.682,VA,accurate
29058,Parksley,Parksley VA,US,37.7863,-75.6539,VA,accurate
29059,Boles,Boles MO,US,38.5309,-90.8901,MO,accurate
29060,Bear Gap,Bear Gap PA,US,40.8323,-76.5058,PA,accurate
29061,Gunnison,Gunnison CO,US,38.548,-106.9246,CO,accurate
29062,Moores Mill,Moores Mill AL,US,34.8491,-86.5222,AL,accurate
29063,Bear Lick,Bear Lick PA,US,39.8937,-77.9428,PA,accurate
29064,Edward,Edward OH,US,39.8834,-82.9307,OH,state_match_city_mismatch
29065,Duckrun,Duckrun KY,US,36.7359,-84.3166,KY,accurate
29066,Battle Hollow,Battle Hollow PA,US,41.0059,-78.9967,PA,accurate
29067,McLain,McLain MS,US,31.1037,-88.8239,MS,accurate
29068,Baumgardner,Baumgardner PA,US,39.9607,-76.2808,PA,accurate
29069,Lake Ridge,Lake Ridge VA,US,38.6847,-77.3066,VA,state_match_city_mismatch
29070,Roseland,Roseland NC,US,34.2327,-78.8395,NC,accurate
29071,Youngtown,Youngtown ME,US,44.2687,-69.0975,ME,accurate
29072,Elery,Elery OH,US,41.2984,-84.0686,OH,accurate
29073,Walker,Walker KS,US,38.8672,-99.0759,KS,accurate
29074,Russell Gardens,Russell Gardens NY,US,40.7809,-73.7254,NY,accurate
29075,Rex,Rex CO,US,40.7889,-105.1783,CO,state_match_city_mismatch
29076,Dwight,Dwight ND,US,46.3039,-96.7402,ND,accurate
29077,Dunseith,Dunseith ND,US,48.813,-100.0622,ND,accurate
29078,Durbin,Durbin ND,US,46.8086,-97.1495,ND,accurate
29079,LeRoy,LeRoy KS,US,38.0863,-95.6331,KS,accurate
29080,Cement,Cement OK,US,34.9363,-98.1362,OK,accurate
29081,Cedar Village,Cedar Village OK,US,34.4423,-97.1342,OK,accurate
29082,Greybull,Greybull WY,US,44.4887,-108.0592,WY,accurate
29083,Allen,Allen WA,US,48.5165,-122.3771,WA,accurate
29084,Zita,Zita TX,US,35.1314,-101.8544,TX,state_match_city_mismatch
29085,Zunkerville,Zunkerville TX,US,28.7092,-97.9917,TX,state_match_city_mismatch
29086,Lees,Lees TX,US,32.0762,-101.4868,TX,accurate
29087,Yowell,Yowell TX,US,33.3454,-95.8602,TX,accurate
29088,Zipperlandville,Zipperlandville TX,US,31.0688,-97.0553,TX,accurate
29089,Walker Park,Walker Park IN,US,41.3295,-85.7533,IN,accurate
29090,Argo,Argo TX,US,33.2551,-94.8949,TX,accurate
29091,Kreidersville,Kreidersville PA,US,40.7193,-75.4946,PA,accurate
29092,Kremis,Kremis PA,US,41.3473,-80.3115,PA,state_match_city_mismatch
29093,Rinconada,Rinconada NM,US,36.2184,-105.8734,NM,state_match_city_mismatch
29094,Krings,Krings PA,US,40.2745,-78.9042,PA,state_match_city_mismatch
29095,Sanitaria Springs,Sanitaria Springs NY,US,42.1601,-75.7652,NY,accurate
29096,Dixon,Dixon OK,US,35.161,-96.5184,OK,accurate
29097,Blake,Blake OH,US,41.047,-81.8151,OH,accurate
29098,Salem,Salem MI,US,42.4061,-83.5799,MI,accurate
29099,Black Run,Black Run OH,US,40.1003,-82.171,OH,accurate
29100,Erlanger,Erlanger NC,US,35.839,-80.2534,NC,accurate
29101,Erastus,Erastus NC,US,35.1907,-83.1876,NC,accurate
29102,Epsom,Epsom NC,US,36.2454,-78.3286,NC,state_match_city_mismatch
29103,Enola,Enola NC,US,35.6651,-81.654,NC,accurate
29104,Ervintown,Ervintown NC,US,34.9082,-77.5619,NC,accurate
29105,Dog Town,Dog Town ME,US,44.7231,-67.3794,ME,accurate
29106,West Marche,West Marche AR,US,34.8804,-92.4079,AR,accurate
29107,Selden,Selden KS,US,39.5414,-100.5671,KS,accurate
29108,West Richwoods,West Richwoods AR,US,35.8265,-92.1718,AR,accurate
29109,North Windham,North Windham ME,US,43.8233,-70.4293,ME,accurate
29110,Stilton,Stilton SC,US,33.5365,-80.8384,SC,accurate
29111,Merrimacport,Merrimacport MA,US,42.8279,-70.9884,MA,accurate
29112,Amblerville,Amblerville NY,US,42.5412,-75.3999,NY,accurate
29113,Marlboro,Marlboro MA,US,42.7168,-70.9731,MA,accurate
29114,Frog Pond,Frog Pond NC,US,35.2735,-80.3165,NC,accurate
29115,Middleton Colony,Middleton Colony MA,US,42.5904,-70.9926,MA,accurate
29116,Prospect Hill,Prospect Hill VT,US,43.657,-72.9737,VT,accurate
29117,Richfield,Richfield UT,US,38.7613,-112.0931,UT,accurate
29118,Kyune,Kyune UT,US,39.8261,-110.9449,UT,accurate
29119,Richland,Richland WA,US,46.2824,-119.2939,WA,accurate
29120,Cash,Cash MI,US,43.3484,-82.7863,MI,accurate
29121,Rice,Rice TX,US,32.2389,-96.4978,TX,accurate
29122,Richardson,Richardson TX,US,32.9716,-96.7093,TX,accurate
29123,Carbondale,Carbondale MI,US,45.2783,-87.6159,MI,state_match_city_mismatch
29124,Carr,Carr MI,US,43.8736,-86.0384,MI,state_match_city_mismatch
29125,Caffey,Caffey MI,US,46.1689,-85.1854,MI,accurate
29126,Buttersville,Buttersville MI,US,43.945,-86.4556,MI,accurate
29127,Campbell,Campbell MI,US,46.0172,-87.1313,MI,state_match_city_mismatch
29128,Ludger,Ludger LA,US,29.9488,-91.8646,LA,accurate
29129,Coxton,Coxton IN,US,38.8295,-86.5611,IN,accurate
29130,Atlanta,Atlanta IL,US,40.2638,-89.2309,IL,accurate
29131,Worthington,Worthington MN,US,43.6281,-95.599,MN,accurate
29132,Worthington,Worthington IA,US,42.398,-91.1207,IA,accurate
29133,Woolstock,Woolstock IA,US,42.5648,-93.8431,IA,accurate
29134,Worthington,Worthington OH,US,40.095,-83.0209,OH,accurate
29135,Woodstock,Woodstock IL,US,42.3096,-88.4353,IL,accurate
29136,Woodson Terrace,Woodson Terrace MO,US,38.7286,-90.36,MO,accurate
29137,Paimiut,Paimiut AK,US,61.7014,-165.8394,AK,state_match_city_mismatch
29138,Mustang,Mustang OK,US,35.3917,-97.7246,OK,accurate
29139,Kings Point,Kings Point MO,US,37.3212,-93.9347,MO,accurate
29140,Whitney,Whitney PA,US,40.2534,-79.4103,PA,accurate
29141,Cuevas,Cuevas MS,US,30.3627,-89.2181,MS,accurate
29142,Munsell,Munsell MO,US,37.0981,-91.3276,MO,accurate
29143,Munger,Munger MO,US,37.5975,-90.7965,MO,accurate
29144,Fultonham,Fultonham NY,US,42.5684,-74.3954,NY,accurate
29145,Fultonville,Fultonville NY,US,42.9463,-74.3704,NY,accurate
29146,Four Points,Four Points TN,US,36.0195,-83.6105,TN,state_match_city_mismatch
29147,Dodgeville,Dodgeville IA,US,40.9431,-91.1807,IA,accurate
29148,Round Mountain,Round Mountain TX,US,30.4299,-98.3607,TX,accurate
29149,Willey Lumber Camp,Willey Lumber Camp CO,US,40.5028,-105.8992,CO,state_match_city_mismatch
29150,Motorun,Motorun VA,US,37.3374,-76.3005,VA,accurate
29151,Bockman Lumber Camp,Bockman Lumber Camp CO,US,40.5583,-105.9658,CO,state_match_city_mismatch
29152,Jim Robinson,Jim Robinson NM,US,31.7707,-108.8031,NM,state_match_city_mismatch
29153,Joe Yarbrough,Joe Yarbrough NM,US,31.6662,-108.8323,NM,accurate
29154,Jal,Jal NM,US,32.1148,-103.19,NM,accurate
29155,Iyanbito,Iyanbito NM,US,35.516,-108.4878,NM,accurate
29156,Thruston,Thruston KY,US,37.7903,-87.0265,KY,state_match_city_mismatch
29157,Johnson,Johnson NM,US,32.301,-103.1899,NM,state_match_city_mismatch
29158,Greenfield,Greenfield VA,US,38.2482,-77.4211,VA,accurate
29159,Greenway Downs,Greenway Downs VA,US,38.8771,-77.1833,VA,accurate
29160,Green Bay,Green Bay VA,US,37.1338,-78.3147,VA,accurate
29161,Graves Mill,Graves Mill VA,US,38.4226,-78.3675,VA,accurate
29162,Green Valley,Green Valley VA,US,38.0804,-79.5992,VA,accurate
29163,Green Hill,Green Hill VA,US,37.0618,-79.0725,VA,accurate
29164,Charleston,Charleston NV,US,41.6707,-115.5106,NV,accurate
29165,Centerville,Centerville NV,US,38.9105,-119.7793,NV,accurate
29166,Gold Point,Gold Point ID,US,45.783,-115.3937,ID,state_match_city_mismatch
29167,Burket,Burket IN,US,41.1549,-85.9687,IN,accurate
29168,East Fairview,East Fairview ND,US,47.8554,-104.0375,ND,accurate
29169,Plainfield,Plainfield WI,US,44.2175,-89.4969,WI,accurate
29170,Gibson,Gibson OK,US,35.8709,-95.3519,OK,accurate
29171,Bonne Terre,Bonne Terre MO,US,37.9209,-90.5425,MO,accurate
29172,Boschertown,Boschertown MO,US,38.8334,-90.4701,MO,state_match_city_mismatch
29173,Yavapai Hills,Yavapai Hills AZ,US,34.5617,-112.3835,AZ,accurate
29174,Butler Crossroads,Butler Crossroads SC,US,33.9438,-79.5634,SC,state_match_city_mismatch
29175,Deltona,Deltona FL,US,28.905,-81.2137,FL,accurate
29176,North Glastonbury,North Glastonbury MT,US,45.3642,-110.7599,MT,state_match_city_mismatch
29177,Caesars Head,Caesars Head SC,US,35.1072,-82.6182,SC,accurate
29178,Sheridan,Sheridan NV,US,38.898,-119.8227,NV,accurate
29179,Franklin Furnace,Franklin Furnace PA,US,39.9593,-77.8217,PA,state_match_city_mismatch
29180,Franklin Forks,Franklin Forks PA,US,41.9181,-75.8474,PA,accurate
29181,Franklin Farms,Franklin Farms PA,US,40.1551,-80.2703,PA,accurate
29182,Arispe,Arispe IA,US,40.9484,-94.2192,IA,accurate
29183,Arion,Arion IA,US,41.9478,-95.4624,IA,accurate
29184,Brown Mountain Beach,Brown Mountain Beach NC,US,35.9079,-81.7265,NC,state_match_city_mismatch
29185,Argo,Argo IA,US,41.6258,-90.4341,IA,accurate
29186,Hurley,Hurley TN,US,35.1381,-88.3659,TN,accurate
29187,Conesville,Conesville IA,US,41.3795,-91.3486,IA,accurate
29188,Keavy,Keavy KY,US,37.0037,-84.161,KY,accurate
29189,Soapstick,Soapstick GA,US,34.5806,-84.8797,GA,accurate
29190,Butler,Butler MI,US,42.0578,-84.8652,MI,accurate
29191,Conrad,Conrad IA,US,42.2234,-92.8741,IA,accurate
29192,Dalton,Dalton MO,US,39.3976,-92.9921,MO,accurate
29193,Danby,Danby MO,US,38.1092,-90.3076,MO,accurate
29194,Roscoe,Roscoe SD,US,45.4501,-99.3367,SD,accurate
29195,Random Lake,Random Lake WI,US,43.5541,-87.9548,WI,accurate
29196,Randolph,Randolph WI,US,43.5397,-89.0029,WI,accurate
29197,Westfield,Westfield NY,US,42.2784,-79.5953,NY,accurate
29198,Grosse Pointe Woods,Grosse Pointe Woods MI,US,42.4366,-82.8987,MI,accurate
29199,Westford,Westford NY,US,42.6409,-74.8165,NY,accurate
29200,Grosse Pointe Shores,Grosse Pointe Shores MI,US,42.4367,-82.8769,MI,accurate
29201,Grosse Pointe Park,Grosse Pointe Park MI,US,42.3794,-82.9287,MI,accurate
29202,Bruce,Bruce NC,US,35.6732,-77.4839,NC,state_match_city_mismatch
29203,Buffalo Springs,Buffalo Springs NM,US,35.9347,-108.654,NM,state_match_city_mismatch
29204,Forbestown,Forbestown CA,US,39.53,-121.2689,CA,accurate
29205,Honcut,Honcut CA,US,39.3326,-121.5388,CA,state_match_city_mismatch
29206,Kelly Ridge,Kelly Ridge CA,US,39.5289,-121.4662,CA,state_match_city_mismatch
29207,Nord,Nord CA,US,39.7739,-121.9549,CA,accurate
29208,Rackerby,Rackerby CA,US,39.4261,-121.3542,CA,state_match_city_mismatch
29209,Richvale,Richvale CA,US,39.4937,-121.7508,CA,accurate
29210,Robinson Mill,Robinson Mill CA,US,39.4857,-121.3202,CA,state_match_city_mismatch
29211,Stirling City,Stirling City CA,US,39.9064,-121.5361,CA,accurate
29212,Yankee Hill,Yankee Hill CA,US,39.7007,-121.5147,CA,accurate
29213,Marie,Marie WV,US,37.5837,-80.7615,WV,accurate
29214,Bovill,Bovill ID,US,46.8585,-116.3935,ID,accurate
29215,Vox,Vox KY,US,36.9865,-84.1991,KY,accurate
29216,Cameron,Cameron OH,US,39.767,-80.9448,OH,accurate
29217,Camden,Camden OH,US,39.6372,-84.6446,OH,accurate
29218,Gano,Gano KY,US,36.9012,-83.1341,KY,state_match_city_mismatch
29219,Gardner,Gardner KY,US,36.9681,-83.5385,KY,accurate
29220,Robin Hill,Robin Hill MA,US,42.3606,-71.5959,MA,accurate
29221,German Valley,German Valley IA,US,43.27,-94.0294,IA,accurate
29222,Germantown,Germantown IA,US,42.9533,-95.7808,IA,accurate
29223,Kearsarge,Kearsarge MI,US,47.2749,-88.4162,MI,accurate
29224,Four Towns,Four Towns MI,US,42.6178,-83.4135,MI,accurate
29225,Elderton,Elderton PA,US,40.6945,-79.3421,PA,accurate
29226,Litchfield Park,Litchfield Park AZ,US,33.5024,-112.3588,AZ,accurate
29227,Merrillan,Merrillan WI,US,44.4488,-90.834,WI,accurate
29228,Merrimac,Merrimac WI,US,43.3741,-89.6272,WI,accurate
29229,Punkin Center,Punkin Center AZ,US,33.8723,-111.3132,AZ,accurate
29230,Eldersville,Eldersville PA,US,40.352,-80.4784,PA,accurate
29231,Barber,Barber MD,US,38.6421,-76.0199,MD,state_match_city_mismatch
29232,Sandridge,Sandridge NE,US,42.5564,-99.9496,NE,accurate
29233,Worsham,Worsham VA,US,37.2302,-78.4431,VA,accurate
29234,Worlds,Worlds VA,US,36.8524,-79.5909,VA,accurate
29235,Woods Crossroads,Woods Crossroads VA,US,37.4779,-76.6166,VA,accurate
29236,Olivehill,Olivehill TN,US,35.274,-88.0323,TN,accurate
29237,Womacks,Womacks VA,US,37.0735,-78.6961,VA,accurate
29238,Witt,Witt VA,US,36.6807,-79.3997,VA,state_match_city_mismatch
29239,Wirtz,Wirtz VA,US,37.0765,-79.8895,VA,accurate
29240,Winterville,Winterville VA,US,37.8385,-75.6419,VA,state_match_city_mismatch
29241,Winterham,Winterham VA,US,37.3677,-77.9314,VA,accurate
29242,High Pine,High Pine AL,US,33.2534,-85.9064,AL,accurate
29243,Porterwood,Porterwood WV,US,39.0698,-79.6981,WV,accurate
29244,Birch,Birch WA,US,47.2245,-121.9693,WA,state_match_city_mismatch
29245,Nunez,Nunez GA,US,32.4919,-82.3467,GA,accurate
29246,Morgan,Morgan GA,US,31.5381,-84.6033,GA,accurate
29247,Calispell,Calispell WA,US,48.3438,-117.3005,WA,accurate
29248,Arcola,Arcola GA,US,32.3435,-81.6021,GA,accurate
29249,Perry Center,Perry Center OH,US,41.2098,-83.4783,OH,accurate
29250,Warbranch,Warbranch KY,US,36.9568,-83.4502,KY,accurate
29251,Waneta,Waneta KY,US,37.4745,-84.041,KY,accurate
29252,Foss,Foss OK,US,35.45,-99.1707,OK,accurate
29253,Foster,Foster OK,US,34.6046,-97.4907,OK,accurate
29254,Waltz,Waltz KY,US,38.3167,-83.4441,KY,accurate
29255,Foxfield,Foxfield CO,US,39.5881,-104.7857,CO,accurate
29256,Allenfarm,Allenfarm TX,US,30.3994,-96.2438,TX,accurate
29257,Sampsel,Sampsel MO,US,39.8139,-93.7085,MO,accurate
29258,Cottonwood,Cottonwood MT,US,47.0058,-109.5135,MT,accurate
29259,Foster Brook,Foster Brook PA,US,41.9792,-78.6063,PA,accurate
29260,Tollgate,Tollgate OR,US,45.7804,-118.0927,OR,accurate
29261,Westerlea,Westerlea NY,US,43.0478,-76.2749,NY,accurate
29262,West Englewood,West Englewood NJ,US,40.902,-74.0032,NJ,accurate
29263,West Farms,West Farms NJ,US,40.1921,-74.2013,NJ,accurate
29264,West Grove,West Grove NJ,US,40.2112,-74.036,NJ,accurate
29265,Boot Jack,Boot Jack PA,US,41.3815,-78.6864,PA,accurate
29266,Bohemia,Bohemia PA,US,41.497,-75.0674,PA,accurate
29267,Mexico,Mexico KY,US,37.2251,-88.0967,KY,accurate
29268,Burnsides,Burnsides WV,US,38.1085,-80.2084,WV,accurate
29269,Pavillion,Pavillion WY,US,43.244,-108.689,WY,accurate
29270,Whitwell,Whitwell TN,US,35.1918,-85.5212,TN,accurate
29271,Parker,Parker CO,US,39.5084,-104.7753,CO,accurate
29272,Parker,Parker AZ,US,34.0286,-114.2224,AZ,accurate
29273,Paragonah,Paragonah UT,US,37.8853,-112.7707,UT,accurate
29274,Paradise Valley,Paradise Valley AZ,US,33.5434,-111.9595,AZ,accurate
29275,Paradise Hill,Paradise Hill OK,US,35.6137,-95.0703,OK,state_match_city_mismatch
29276,Paradise,Paradise UT,US,41.5683,-111.8334,UT,accurate
29277,Parachute,Parachute CO,US,39.4508,-108.0529,CO,accurate
29278,North Stratford,North Stratford NH,US,44.7517,-71.6287,NH,accurate
29279,North Sanbornton,North Sanbornton NH,US,43.552,-71.6095,NH,accurate
29280,Gaffey Heights,Gaffey Heights KY,US,37.8859,-85.9689,KY,accurate
29281,North Salem,North Salem NH,US,42.837,-71.2206,NH,state_match_city_mismatch
29282,Gage,Gage KY,US,36.9912,-88.8895,KY,accurate
29283,North Village,North Village NH,US,42.899,-71.939,NH,accurate
29284,North Sutton,North Sutton NH,US,43.364,-71.9395,NH,accurate
29285,Greece,Greece NY,US,43.246,-77.6988,NY,state_match_city_mismatch
29286,Woodland Mills,Woodland Mills AL,US,34.4743,-86.6947,AL,state_match_city_mismatch
29287,Fowler,Fowler IN,US,40.617,-87.3185,IN,accurate
29288,White,White GA,US,34.2823,-84.7481,GA,accurate
29289,Sandusky,Sandusky MI,US,43.4212,-82.8333,MI,accurate
29290,Walkertown,Walkertown TN,US,35.1854,-88.2434,TN,state_match_city_mismatch
29291,Equality,Equality AL,US,32.7634,-86.106,AL,accurate
29292,Ellston,Ellston IA,US,40.8401,-94.1084,IA,accurate
29293,White Plains,White Plains GA,US,33.4804,-83.0377,GA,accurate
29294,Whitesburg,Whitesburg GA,US,33.4928,-84.9137,GA,accurate
29295,Michiana,Michiana MI,US,41.7637,-86.8113,MI,state_match_city_mismatch
29296,Spencer,Spencer TN,US,35.7393,-85.456,TN,accurate
29297,Hillside,Hillside KY,US,37.2484,-87.1633,KY,state_match_city_mismatch
29298,Royrader,Royrader KY,US,37.2637,-83.943,KY,accurate
29299,Oates Prairie,Oates Prairie TX,US,29.7969,-95.2424,TX,state_match_city_mismatch
29300,Hillsboro,Hillsboro KY,US,38.2934,-83.6588,KY,accurate
29301,Walker Lake,Walker Lake PA,US,41.419,-74.9185,PA,accurate
29302,Sorrento,Sorrento CO,US,38.7806,-102.906,CO,state_match_city_mismatch
29303,Old Wells,Old Wells CO,US,38.9,-102.3263,CO,accurate
29304,Kit Carson,Kit Carson CO,US,38.7628,-102.7954,CO,accurate
29305,Corvuso,Corvuso MN,US,44.9361,-94.6047,MN,accurate
29306,Pewee Valley,Pewee Valley KY,US,38.3105,-85.4896,KY,accurate
29307,Wright,Wright WY,US,43.7492,-105.4948,WY,accurate
29308,Corrona,Corrona MS,US,34.4701,-88.7673,MS,accurate
29309,Stilson,Stilson IA,US,43.0383,-93.8852,IA,accurate
29310,Dalark,Dalark AR,US,34.0373,-92.886,AR,accurate
29311,Stiles,Stiles IA,US,40.635,-92.3513,IA,accurate
29312,Paynesville,Paynesville MI,US,46.5236,-89.1165,MI,accurate
29313,Akulurak,Akulurak AK,US,60.2775,-162.4414,AK,accurate
29314,Paulding,Paulding MI,US,46.4013,-89.1799,MI,accurate
29315,Defreestville,Defreestville NY,US,42.6534,-73.696,NY,accurate
29316,Pine Grove,Pine Grove MI,US,42.3539,-85.8628,MI,accurate
29317,Steel City,Steel City PA,US,40.6279,-75.3277,PA,state_match_city_mismatch
29318,Porters Neck,Porters Neck NC,US,34.2942,-77.7695,NC,state_match_city_mismatch
29319,Sash,Sash TX,US,33.7473,-95.9114,TX,state_match_city_mismatch
29320,Lick Creek,Lick Creek IL,US,37.5226,-89.0751,IL,accurate
29321,Bothell West,Bothell West WA,US,47.8056,-122.2401,WA,accurate
29322,Pataskala,Pataskala OH,US,40.011,-82.7155,OH,state_match_city_mismatch
29323,Newark,Newark OH,US,40.0706,-82.425,OH,state_match_city_mismatch
29324,South Farmingdale,South Farmingdale NY,US,40.7175,-73.4473,NY,state_match_city_mismatch
29325,South Fallsburg,South Fallsburg NY,US,41.704,-74.6331,NY,accurate
29326,South Hempstead,South Hempstead NY,US,40.6814,-73.6233,NY,accurate
29327,South Gate,South Gate MD,US,39.1315,-76.6267,MD,state_match_city_mismatch
29328,Sound Beach,Sound Beach NY,US,40.9578,-72.9725,NY,accurate
29329,Somerset,Somerset NJ,US,40.5083,-74.501,NJ,state_match_city_mismatch
29330,Bismarck,Bismarck IL,US,40.2594,-87.6112,IL,accurate
29331,Bladen,Bladen NE,US,40.3232,-98.5961,NE,accurate
29332,Biggsville,Biggsville IL,US,40.8536,-90.8621,IL,accurate
29333,Birmingham,Birmingham MO,US,39.1676,-94.4501,MO,accurate
29334,Bishop Hill,Bishop Hill IL,US,41.1998,-90.1175,IL,accurate
29335,Birch Run,Birch Run MI,US,43.2503,-83.7911,MI,accurate
29336,Applegate,Applegate MI,US,43.3554,-82.6371,MI,state_match_city_mismatch
29337,Waiehu,Waiehu HI,US,20.919,-156.4947,HI,accurate
29338,Mercer,Mercer PA,US,41.2266,-80.2361,PA,accurate
29339,Keithsburg,Keithsburg IL,US,41.1004,-90.9353,IL,accurate
29340,Rock Springs,Rock Springs MO,US,37.7564,-90.4835,MO,state_match_city_mismatch
29341,Handle,Handle MS,US,32.961,-88.8745,MS,accurate
29342,Kanorado,Kanorado KS,US,39.3366,-102.0373,KS,accurate
29343,Karlstad,Karlstad MN,US,48.578,-96.5169,MN,accurate
29344,Kasson,Kasson MN,US,44.0333,-92.7479,MN,state_match_city_mismatch
29345,Kasota,Kasota MN,US,44.2916,-93.969,MN,accurate
29346,Kechi,Kechi KS,US,37.8234,-97.2891,KS,state_match_city_mismatch
29347,Kearney,Kearney MO,US,39.355,-94.3599,MO,accurate
29348,Mount Carmel,Mount Carmel MS,US,31.6452,-89.7898,MS,accurate
29349,Grove City,Grove City PA,US,41.1572,-80.0894,PA,accurate
29350,Weimar,Weimar CA,US,39.0374,-120.9724,CA,accurate
29351,Bradley,Bradley MI,US,42.6303,-85.6431,MI,accurate
29352,Tobaccoport,Tobaccoport TN,US,36.6423,-87.89,TN,accurate
29353,Titus,Titus TN,US,36.3917,-84.2791,TN,accurate
29354,Tom Town,Tom Town TN,US,35.8454,-83.0165,TN,accurate
29355,Todd Town,Todd Town TN,US,35.887,-85.2227,TN,accurate
29356,Toomy,Toomy TN,US,36.467,-84.5944,TN,accurate
29357,Travisville,Travisville TN,US,36.5845,-84.9938,TN,accurate
29358,Topside,Topside TN,US,35.8759,-83.9596,TN,state_match_city_mismatch
29359,Tremont,Tremont TN,US,35.6209,-83.6774,TN,state_match_city_mismatch
29360,Treadway,Treadway TN,US,36.4187,-83.2243,TN,accurate
29361,Oakhurst,Oakhurst NJ,US,40.2607,-74.0263,NJ,state_match_city_mismatch
29362,Oak Level,Oak Level VA,US,36.7944,-79.9391,VA,state_match_city_mismatch
29363,Suisun City,Suisun City CA,US,38.2473,-122.0091,CA,accurate
29364,Sunnyvale,Sunnyvale CA,US,37.3836,-122.0255,CA,accurate
29365,Ocean Acres,Ocean Acres NJ,US,39.743,-74.2805,NJ,accurate
29366,Sunrise Vista,Sunrise Vista CA,US,38.8799,-122.7342,CA,state_match_city_mismatch
29367,Suscol,Suscol CA,US,38.2438,-122.285,CA,state_match_city_mismatch
29368,Morristown,Morristown IN,US,39.6738,-85.7052,IN,accurate
29369,Mendon,Mendon IL,US,40.0892,-91.2858,IL,accurate
29370,Mount Independence,Mount Independence PA,US,39.9312,-79.6445,PA,accurate
29371,Crescent,Crescent IA,US,41.3653,-95.859,IA,accurate
29372,Cresco,Cresco IA,US,43.3718,-92.1163,IA,accurate
29373,Crawfordsville,Crawfordsville IA,US,41.2139,-91.5366,IA,accurate
29374,Creal Springs,Creal Springs IL,US,37.6198,-88.8371,IL,accurate
29375,Creighton,Creighton MO,US,38.4966,-94.0721,MO,accurate
29376,Belleview,Belleview TN,US,35.0454,-86.5969,TN,accurate
29377,Belle-Aire,Belle-Aire TN,US,35.8701,-84.1655,TN,state_match_city_mismatch
29378,Crawford,Crawford NE,US,42.6845,-103.416,NE,accurate
29379,Salem,Salem AL,US,32.3504,-87.2622,AL,accurate
29380,Porter,Porter TX,US,30.1024,-95.2297,TX,state_match_city_mismatch
29381,Eastover,Eastover NC,US,35.0959,-78.7862,NC,accurate
29382,Hiawatha,Hiawatha IA,US,42.0547,-91.6911,IA,accurate
29383,Hibbing,Hibbing MN,US,47.398,-92.9486,MN,accurate
29384,Alpha,Alpha KY,US,36.7623,-85.0102,KY,accurate
29385,Allock,Allock KY,US,37.229,-83.0732,KY,accurate
29386,Alexander,Alexander KY,US,38.8231,-84.428,KY,accurate
29387,Alcalde,Alcalde KY,US,37.0551,-84.5513,KY,accurate
29388,Albia,Albia KY,US,37.3048,-84.5933,KY,accurate
29389,Alberta,Alberta KY,US,38.4001,-84.4741,KY,accurate
29390,Heron Lake,Heron Lake MN,US,43.7981,-95.3197,MN,accurate
29391,Herrin,Herrin IL,US,37.7983,-89.0305,IL,accurate
29392,Hewitt,Hewitt MN,US,46.324,-95.0902,MN,accurate
29393,Coalinga,Coalinga CA,US,36.142,-120.3242,CA,accurate
29394,Coalgate,Coalgate OK,US,34.5323,-96.2209,OK,accurate
29395,Coalville,Coalville UT,US,40.912,-111.413,UT,accurate
29396,Clute,Clute TX,US,29.0256,-95.3975,TX,accurate
29397,Coachella,Coachella CA,US,33.6905,-116.143,CA,accurate
29398,Cody,Cody WY,US,44.5213,-109.0548,WY,accurate
29399,Cockrell Hill,Cockrell Hill TX,US,32.7382,-96.8885,TX,accurate
29400,Mountain Meadows,Mountain Meadows CO,US,40.027,-105.3832,CO,accurate
29401,Morgan Heights,Morgan Heights CO,US,40.2875,-103.8275,CO,accurate
29402,Gordo,Gordo AL,US,33.3221,-87.904,AL,accurate
29403,Venters,Venters SC,US,33.7846,-79.4489,SC,accurate
